Date,Issue code,Issue name,Securities type,Quantity short-selling volume total,Quantity short-selling volume with uptick rule,Quantity short-selling volume without uptick rule,Quantity trading volume,Quantity proportion,Amount short-selling volume total,Amount short-selling volume with uptick rule,Amount short-selling volume without uptick rule,Amount trading volume,Amount proportion
2017-07-26,060310,3S KOREA,Stock certificates,0,0,0,"140,729",0.00,0,0,0,"291,763,765",0.00
2017-07-26,054620,APS Holdings,Stock certificates,"2,930",0,0,"274,810",1.07,"34,373,050",0,0,"3,214,205,900",1.07
2017-07-26,265520,AP Systems,Stock certificates,151,0,0,"280,192",0.05,"7,348,650",0,0,"13,668,309,500",0.05
2017-07-26,211270,APSI,Stock certificates,0,0,0,"16,415",0.00,0,0,0,"138,726,200",0.00
2017-07-26,032040,C&S ASSET MANAGEMENT,Stock certificates,30,0,0,"110,626",0.03,"60,900",0,0,"221,966,160",0.03
2017-07-26,130960,CJ E&M,Stock certificates,"21,106",0,0,"451,068",4.68,"1,583,439,700",0,0,"34,110,876,000",4.64
2017-07-26,035760,CJOS,Stock certificates,"2,969",0,0,"30,019",9.89,"549,005,200",0,0,"5,549,931,200",9.89
2017-07-26,051500,CJ FW,Stock certificates,"3,187",0,0,"33,359",9.55,"135,118,500",0,0,"1,415,755,950",9.54
2017-07-26,058820,CMG Pharmaceutical,Stock certificates,"59,393",0,0,"1,613,311",3.68,"216,100,695",0,0,"5,892,191,550",3.67
2017-07-26,023460,CNH,Stock certificates,268,0,0,"148,961",0.18,"439,020",0,0,"245,810,650",0.18
2017-07-26,065770,CS,Stock certificates,0,0,0,"46,829",0.00,0,0,0,"79,037,290",0.00
2017-07-26,083660,CSA Cosmic,Stock certificates,621,0,0,"211,737",0.29,"2,954,170",0,0,"990,669,160",0.30
2017-07-26,068790,DMS,Stock certificates,"56,213",0,0,"1,701,259",3.30,"586,900,200",0,0,"17,706,445,300",3.31
2017-07-26,241520,DSC Investment,Stock certificates,249,0,0,"385,703",0.06,"1,519,940",0,0,"2,331,702,970",0.07
2017-07-26,037370,EG,Stock certificates,0,0,0,"10,611",0.00,0,0,0,"77,342,800",0.00
2017-07-26,079190,EMW,Stock certificates,"5,908",0,0,"47,860",12.34,"15,043,310",0,0,"121,548,605",12.38
2017-07-26,130500,GH Advanced Materials,Stock certificates,0,0,0,"66,556",0.00,0,0,0,"242,721,055",0.00
2017-07-26,032860,GMR Materials,Stock certificates,393,0,0,"626,873",0.06,"254,664",0,0,"405,030,490",0.06
2017-07-26,900290,GRT,Foreign stock certificates,0,0,0,"204,998",0.00,0,0,0,"798,673,820",0.00
2017-07-26,083450,GST,Stock certificates,49,0,0,"277,606",0.02,"455,120",0,0,"2,556,651,150",0.02
2017-07-26,028150,GSHS,Stock certificates,100,0,0,"12,836",0.78,"23,483,200",0,0,"3,008,092,700",0.78
2017-07-26,078150,HB Technology,Stock certificates,"49,405",0,0,"1,818,638",2.72,"252,988,700",0,0,"9,344,759,600",2.71
2017-07-26,036640,HRS,Stock certificates,0,0,0,"81,182",0.00,0,0,0,"346,971,755",0.00
2017-07-26,225430,IBKS No.3 SPAC,Stock certificates,0,0,0,0,0.00,0,0,0,0,0.00
2017-07-26,254120,IBKS No.5 SPAC,Stock certificates,0,0,0,"24,517",0.00,0,0,0,"49,752,830",0.00
2017-07-26,264850,IBKS No.6 SPAC,Stock certificates,0,0,0,"16,383",0.00,0,0,0,"32,980,655",0.00
2017-07-26,252500,IBKSGMB SPAC,Stock certificates,0,0,0,"749,123",0.00,0,0,0,"1,637,026,320",0.00
2017-07-26,095340,ISC,Stock certificates,131,0,0,"120,226",0.11,"3,414,700",0,0,"3,109,878,500",0.11
2017-07-26,099520,ITX-M2M,Stock certificates,0,0,0,"52,203",0.00,0,0,0,"82,112,525",0.00
2017-07-26,067290,JW SHINYAK,Stock certificates,"1,032",0,0,"172,121",0.60,"7,834,970",0,0,"1,309,450,010",0.60
2017-07-26,035900,JYP Ent.,Stock certificates,"16,984",0,0,"649,372",2.62,"120,399,160",0,0,"4,596,980,160",2.62
2017-07-26,024120,KBA,Stock certificates,0,0,0,"7,884",0.00,0,0,0,"55,207,850",0.00
2017-07-26,021320,KCC,Stock certificates,59,0,0,"109,268",0.05,"641,800",0,0,"1,194,295,050",0.05
2017-07-26,036670,KCI,Stock certificates,0,0,0,"7,321",0.00,0,0,0,"56,085,090",0.00
2017-07-26,044180,KD E&C,Stock certificates,0,0,0,"10,589,285",0.00,0,0,0,"2,192,539,248",0.00
2017-07-26,151860,KG ETS,Stock certificates,142,0,0,"685,559",0.02,"674,495",0,0,"3,239,148,575",0.02
2017-07-26,046440,KGMBLS,Stock certificates,0,0,0,"111,083",0.00,0,0,0,"825,565,260",0.00
2017-07-26,035600,KGINICIS,Stock certificates,"1,872",0,0,"241,992",0.77,"24,018,450",0,0,"3,106,233,550",0.77
2017-07-26,060720,KH VATEC,Stock certificates,"5,343",0,0,"154,124",3.47,"46,515,500",0,0,"1,340,302,550",3.47
2017-07-26,083470,KJ Pretech,Stock certificates,"7,950",0,0,"587,983",1.35,"21,566,670",0,0,"1,597,161,265",1.35
2017-07-26,122450,KMH,Stock certificates,0,0,0,"107,839",0.00,0,0,0,"1,071,845,540",0.00
2017-07-26,052900,KMH HITECH,Stock certificates,0,0,0,"166,773",0.00,0,0,0,"207,452,150",0.00
2017-07-26,058400,KNN,Stock certificates,0,0,0,"135,581",0.00,0,0,0,"137,306,595",0.00
2017-07-26,114450,KPXLS,Stock certificates,0,0,0,"9,836",0.00,0,0,0,"47,201,095",0.00
2017-07-26,036030,KTH,Stock certificates,0,0,0,"12,222",0.00,0,0,0,"81,719,770",0.00
2017-07-26,060370,KT Submarine,Stock certificates,844,0,0,"61,909",1.36,"3,976,830",0,0,"290,902,890",1.37
2017-07-26,086960,MDS Tech,Stock certificates,"4,119",0,0,"56,315",7.31,"84,731,000",0,0,"1,158,066,750",7.32
2017-07-26,065150,MP,Stock certificates,0,0,0,0,0.00,0,0,0,0,0.00
2017-07-26,219550,MPHK,Stock certificates,0,0,0,"791,690",0.00,0,0,0,"1,932,162,640",0.00
2017-07-26,160550,NEW,Stock certificates,50,0,0,"36,323",0.14,"409,190",0,0,"296,802,980",0.14
2017-07-26,104200,NHN BUGS,Stock certificates,56,0,0,"38,101",0.15,"628,400",0,0,"426,642,050",0.15
2017-07-26,060250,NHN KCP,Stock certificates,"10,735",0,0,"1,076,921",1.00,"198,138,150",0,0,"19,865,113,750",1.00
2017-07-26,030190,NICE INFO,Stock certificates,0,0,0,"129,275",0.00,0,0,0,"1,152,482,730",0.00
2017-07-26,024940,PNPOONGNYUN,Stock certificates,0,0,0,"17,441",0.00,0,0,0,"55,632,100",0.00
2017-07-26,091340,S&K,Stock certificates,0,0,0,"53,426",0.00,0,0,0,"259,033,840",0.00
2017-07-26,019550,SBI Investment KOREA,Stock certificates,"4,271",0,0,"1,502,588",0.28,"2,791,339",0,0,"980,862,993",0.28
2017-07-26,950110,SBI FinTech Solutions,Depository receipts,0,0,0,"282,923",0.00,0,0,0,"1,668,966,610",0.00
2017-07-26,046140,SBS Contents Hub,Stock certificates,0,0,0,"12,714",0.00,0,0,0,"113,683,910",0.00
2017-07-26,036120,SCI,Stock certificates,0,0,0,"92,758",0.00,0,0,0,"112,487,800",0.00
2017-07-26,099220,SDN,Stock certificates,"46,524",0,0,"5,196,365",0.90,"90,090,875",0,0,"9,974,091,095",0.90
2017-07-26,036540,SFASemicon,Stock certificates,"86,037",0,0,"3,154,912",2.73,"251,600,075",0,0,"9,249,586,870",2.72
2017-07-26,040610,SG&G,Stock certificates,"2,943",0,0,"217,622",1.35,"11,527,830",0,0,"851,091,990",1.35
2017-07-26,049470,SGA,Stock certificates,"26,520",0,0,"670,756",3.95,"28,228,155",0,0,"711,641,575",3.97
2017-07-26,184230,SGA Solutions,Stock certificates,"20,955",0,0,"3,073,192",0.68,"55,871,220",0,0,"8,099,526,465",0.69
2017-07-26,090730,SIMPAC Metal,Stock certificates,0,0,0,"10,789",0.00,0,0,0,"65,538,780",0.00
2017-07-26,207930,SK No.1 SPAC,Stock certificates,0,0,0,"14,727",0.00,0,0,0,"29,800,510",0.00
2017-07-26,232330,SK NO.3 SPAC,Stock certificates,0,0,0,"44,202",0.00,0,0,0,"88,816,960",0.00
2017-07-26,057500,SKC solmics,Stock certificates,"46,571",0,0,"666,863",6.98,"216,776,265",0,0,"3,107,232,800",6.98
2017-07-26,178920,SKPI,Stock certificates,"8,662",0,0,"630,992",1.37,"232,567,550",0,0,"17,036,265,850",1.37
2017-07-26,036490,SK Materials,Stock certificates,"7,385",0,0,"105,233",7.02,"1,329,258,700",0,0,"18,948,820,300",7.01
2017-07-26,052260,SKbioland,Stock certificates,218,0,0,"47,919",0.45,"3,706,100",0,0,"818,969,350",0.45
2017-07-26,048550,SM C&C,Stock certificates,"56,784",0,0,"1,642,075",3.46,"153,414,225",0,0,"4,422,087,560",3.47
2017-07-26,089230,THE E&M,Stock certificates,"3,147",0,0,"496,016",0.63,"4,499,575",0,0,"697,183,380",0.65
