Date,Issue code,Issue name,Securities type,Quantity short-selling volume total,Quantity short-selling volume with uptick rule,Quantity short-selling volume without uptick rule,Quantity trading volume,Quantity proportion,Amount short-selling volume total,Amount short-selling volume with uptick rule,Amount short-selling volume without uptick rule,Amount trading volume,Amount proportion
2018-03-05,060310,3S KOREA,Stock certificates,"14,806",0,0,"103,348",14.33,"30,194,510",0,0,"210,328,800",14.36
2018-03-05,054620,APS Holdings,Stock certificates,"6,711",0,0,"121,654",5.52,"55,305,280",0,0,"1,001,891,830",5.52
2018-03-05,265520,AP Systems,Stock certificates,"6,828",0,0,"129,547",5.27,"210,677,850",0,0,"4,009,236,650",5.25
2018-03-05,211270,APSI,Stock certificates,0,0,0,"81,742",0.00,0,0,0,"726,197,160",0.00
2018-03-05,032040,C&S ASSET MANAGEMENT,Stock certificates,0,0,0,0,0.00,0,0,0,0,0.00
2018-03-05,130960,CJ E&M,Stock certificates,"3,288",0,0,"91,107",3.61,"285,700,300",0,0,"7,908,045,800",3.61
2018-03-05,035760,CJOS,Stock certificates,58,0,0,"26,895",0.22,"12,231,700",0,0,"5,649,814,300",0.22
2018-03-05,051500,CJ FW,Stock certificates,24,0,0,"23,086",0.10,"877,150",0,0,"832,876,450",0.11
2018-03-05,058820,CMG Pharmaceutical,Stock certificates,"131,178",0,0,"2,021,210",6.49,"921,047,200",0,0,"14,213,661,170",6.48
2018-03-05,023460,CNH,Stock certificates,0,0,0,"11,298",0.00,0,0,0,"14,951,565",0.00
2018-03-05,065770,CS,Stock certificates,"2,089",0,0,"34,679",6.02,"4,701,510",0,0,"78,571,445",5.98
2018-03-05,083660,CSA Cosmic,Stock certificates,"9,562",0,0,"951,889",1.00,"41,982,255",0,0,"4,231,170,000",0.99
2018-03-05,045890,DB Lightec,Stock certificates,0,0,0,"117,545",0.00,0,0,0,"195,476,190",0.00
2018-03-05,068790,DMS,Stock certificates,255,0,0,"109,573",0.23,"1,807,800",0,0,"775,151,020",0.23
2018-03-05,241520,DSC Investment,Stock certificates,139,0,0,"183,770",0.08,"859,980",0,0,"1,149,787,240",0.07
2018-03-05,037370,EG,Stock certificates,"2,713",0,0,"53,785",5.04,"27,230,260",0,0,"537,215,980",5.07
2018-03-05,079190,EMW,Stock certificates,"16,138",0,0,"1,574,650",1.02,"81,349,135",0,0,"8,000,757,345",1.02
2018-03-05,130500,GH Advanced Materials,Stock certificates,0,0,0,"159,885",0.00,0,0,0,"667,651,550",0.00
2018-03-05,032860,GMR Materials,Stock certificates,21,0,0,"485,051",0.00,"12,327",0,0,"285,924,998",0.00
2018-03-05,900290,GRT,Foreign stock certificates,"2,871",0,0,"72,559",3.96,"9,581,060",0,0,"243,026,850",3.94
2018-03-05,083450,GST,Stock certificates,0,0,0,"135,129",0.00,0,0,0,"1,605,284,600",0.00
2018-03-05,028150,GSHS,Stock certificates,182,0,0,"22,142",0.82,"35,568,500",0,0,"4,305,146,200",0.83
2018-03-05,078150,HB Technology,Stock certificates,"118,658",0,0,"1,290,021",9.20,"414,352,110",0,0,"4,516,066,280",9.18
2018-03-05,036640,HRS,Stock certificates,0,0,0,"45,510",0.00,0,0,0,"207,048,630",0.00
2018-03-05,225430,IBKS No.3 SPAC,Stock certificates,0,0,0,0,0.00,0,0,0,0,0.00
2018-03-05,254120,IBKS No.5 SPAC,Stock certificates,0,0,0,"6,131",0.00,0,0,0,"12,431,785",0.00
2018-03-05,264850,IBKS No.6 SPAC,Stock certificates,0,0,0,"6,202",0.00,0,0,0,"12,519,050",0.00
2018-03-05,276920,IBKS No.7 SPAC,Stock certificates,0,0,0,"3,481",0.00,0,0,0,"7,001,835",0.00
2018-03-05,277410,IBKS No.8 SPAC,Stock certificates,0,0,0,"15,928",0.00,0,0,0,"37,198,780",0.00
2018-03-05,095340,ISC,Stock certificates,867,0,0,"92,838",0.93,"15,345,050",0,0,"1,644,067,950",0.93
2018-03-05,099520,ITX-M2M,Stock certificates,387,0,0,"256,685",0.15,"600,440",0,0,"398,430,210",0.15
2018-03-05,067290,JW SHINYAK,Stock certificates,"14,817",0,0,"477,147",3.11,"136,644,670",0,0,"4,387,551,660",3.11
2018-03-05,035900,JYP Ent.,Stock certificates,"85,288",0,0,"1,002,382",8.51,"1,482,874,850",0,0,"17,442,830,700",8.50
