Date,Issue code,Issue name,Securities type,Quantity short-selling volume total,Quantity short-selling volume with uptick rule,Quantity short-selling volume without uptick rule,Quantity trading volume,Quantity proportion,Amount short-selling volume total,Amount short-selling volume with uptick rule,Amount short-selling volume without uptick rule,Amount trading volume,Amount proportion
2018-05-21,060310,3S KOREA,Stock certificates,102,0,0,"820,240",0.01,"356,675",0,0,"2,864,185,005",0.01
2018-05-21,054620,APS Holdings,Stock certificates,0,0,0,"46,593",0.00,0,0,0,"294,935,650",0.00
2018-05-21,265520,AP Systems,Stock certificates,"5,418",0,0,"84,795",6.39,"127,353,000",0,0,"1,995,330,950",6.38
2018-05-21,211270,APSI,Stock certificates,0,0,0,"18,709",0.00,0,0,0,"149,722,330",0.00
2018-05-21,032040,C&S ASSET MANAGEMENT,Stock certificates,0,0,0,0,0.00,0,0,0,0,0.00
2018-05-21,130960,CJ E&M,Stock certificates,127,0,0,"63,603",0.20,"11,245,900",0,0,"5,637,388,200",0.20
2018-05-21,035760,CJOS,Stock certificates,"1,479",0,0,"13,756",10.75,"328,130,900",0,0,"3,045,285,800",10.78
2018-05-21,051500,CJ FW,Stock certificates,"1,006",0,0,"11,983",8.40,"36,477,750",0,0,"433,573,150",8.41
2018-05-21,058820,CMG Pharmaceutical,Stock certificates,"33,779",0,0,"1,265,394",2.67,"186,664,380",0,0,"6,953,359,200",2.68
2018-05-21,023460,CNH,Stock certificates,"2,178",0,0,"362,968",0.60,"3,506,580",0,0,"568,857,005",0.62
2018-05-21,065770,CS,Stock certificates,0,0,0,"105,673",0.00,0,0,0,"275,894,310",0.00
2018-05-21,083660,CSA Cosmic,Stock certificates,"11,332",0,0,"554,400",2.04,"154,700,250",0,0,"7,611,486,750",2.03
2018-05-21,045890,DB Lightec,Stock certificates,0,0,0,"105,856",0.00,0,0,0,"195,124,345",0.00
2018-05-21,068790,DMS,Stock certificates,"3,872",0,0,"73,974",5.23,"26,014,640",0,0,"495,888,230",5.25
2018-05-21,241520,DSC Investment,Stock certificates,0,0,0,"153,181",0.00,0,0,0,"776,315,780",0.00
2018-05-21,037370,EG,Stock certificates,911,0,0,"72,048",1.26,"9,994,000",0,0,"787,771,850",1.27
2018-05-21,079190,EMW,Stock certificates,"2,597",0,0,"372,080",0.70,"8,308,345",0,0,"1,171,384,595",0.71
2018-05-21,130500,GH Advanced Materials,Stock certificates,0,0,0,"130,029",0.00,0,0,0,"581,021,525",0.00
2018-05-21,032860,GMR Materials,Stock certificates,0,0,0,"388,021",0.00,0,0,0,"284,941,777",0.00
2018-05-21,900290,GRT,Foreign stock certificates,0,0,0,"108,564",0.00,0,0,0,"324,645,470",0.00
2018-05-21,083450,GST,Stock certificates,0,0,0,"33,849",0.00,0,0,0,"314,596,410",0.00
2018-05-21,028150,GSHS,Stock certificates,269,0,0,"15,420",1.74,"47,696,300",0,0,"2,730,716,200",1.75
2018-05-21,078150,HB Technology,Stock certificates,"42,685",0,0,"700,563",6.09,"114,822,935",0,0,"1,890,113,865",6.07
2018-05-21,036640,HRS,Stock certificates,0,0,0,"65,273",0.00,0,0,0,"285,890,680",0.00
2018-05-21,225430,IBKS No.3 SPAC,Stock certificates,0,0,0,0,0.00,0,0,0,0,0.00
2018-05-21,254120,IBKS No.5 SPAC,Stock certificates,0,0,0,"58,889",0.00,0,0,0,"125,729,385",0.00
2018-05-21,264850,IBKS No.6 SPAC,Stock certificates,0,0,0,0,0.00,0,0,0,0,0.00
2018-05-21,276920,IBKS No.7 SPAC,Stock certificates,0,0,0,"946,505",0.00,0,0,0,"2,165,884,680",0.00
2018-05-21,277410,IBKS No.8 SPAC,Stock certificates,0,0,0,0,0.00,0,0,0,0,0.00
2018-05-21,095340,ISC,Stock certificates,"9,276",0,0,"98,164",9.45,"155,349,050",0,0,"1,649,192,250",9.42
2018-05-21,099520,ITX-M2M,Stock certificates,624,0,0,"108,885",0.57,"1,069,080",0,0,"184,678,580",0.58
2018-05-21,950170,JTC,Depository receipts,0,0,0,"548,524",0.00,0,0,0,"8,859,321,800",0.00
2018-05-21,067290,JW SHINYAK,Stock certificates,"9,113",0,0,"589,206",1.55,"80,808,330",0,0,"5,243,781,620",1.54
2018-05-21,035900,JYP Ent.,Stock certificates,"6,894",0,0,"737,325",0.94,"154,241,600",0,0,"16,450,537,950",0.94
2018-05-21,024120,KBA,Stock certificates,0,0,0,"19,001",0.00,0,0,0,"127,941,380",0.00
2018-05-21,021320,KCC,Stock certificates,"1,735",0,0,"398,878",0.43,"22,094,350",0,0,"5,015,594,600",0.44
2018-05-21,036670,KCI,Stock certificates,"4,166",0,0,"525,555",0.79,"41,553,490",0,0,"5,265,731,080",0.79
2018-05-21,044180,KD E&C,Stock certificates,"58,758",0,0,"7,454,129",0.79,"9,011,782",0,0,"1,139,939,419",0.79
2018-05-21,151860,KG ETS,Stock certificates,"1,031",0,0,"89,160",1.16,"4,408,745",0,0,"380,683,110",1.16
2018-05-21,046440,KGMBLS,Stock certificates,"1,001",0,0,"323,494",0.31,"9,935,050",0,0,"3,252,898,760",0.31
2018-05-21,035600,KGINICIS,Stock certificates,"7,428",0,0,"214,992",3.46,"162,808,950",0,0,"4,719,737,200",3.45
2018-05-21,060720,KH VATEC,Stock certificates,924,0,0,"64,769",1.43,"11,603,300",0,0,"815,856,650",1.42
2018-05-21,083470,KJ Pretech,Stock certificates,"2,860",0,0,"511,295",0.56,"4,304,300",0,0,"767,019,440",0.56
2018-05-21,122450,KMH,Stock certificates,0,0,0,"98,188",0.00,0,0,0,"740,024,360",0.00
2018-05-21,052900,KMH HITECH,Stock certificates,0,0,0,"202,636",0.00,0,0,0,"222,078,280",0.00
2018-05-21,058400,KNN,Stock certificates,389,0,0,"1,829,012",0.02,"433,735",0,0,"2,075,791,295",0.02
2018-05-21,114450,KPXLS,Stock certificates,"4,858",0,0,"138,459",3.51,"31,316,510",0,0,"897,492,740",3.49
2018-05-21,036030,KTH,Stock certificates,0,0,0,"17,841",0.00,0,0,0,"103,875,100",0.00
2018-05-21,060370,KT Submarine,Stock certificates,0,0,0,"86,458",0.00,0,0,0,"435,649,740",0.00
2018-05-21,065150,MP,Stock certificates,0,0,0,0,0.00,0,0,0,0,0.00
2018-05-21,219550,MPHK,Stock certificates,"8,653",0,0,"661,227",1.31,"25,731,800",0,0,"1,961,108,735",1.31
2018-05-21,160550,NEW,Stock certificates,"1,005",0,0,"862,280",0.12,"9,025,600",0,0,"7,766,004,760",0.12
2018-05-21,053290,NE Neungyule,Stock certificates,0,0,0,"17,037",0.00,0,0,0,"69,435,195",0.00
2018-05-21,104200,NHN BUGS,Stock certificates,105,0,0,"26,964",0.39,"996,600",0,0,"257,022,540",0.39
