Date,Issue code,Issue name,Securities type,Quantity short-selling volume total,Quantity short-selling volume with uptick rule,Quantity short-selling volume without uptick rule,Quantity trading volume,Quantity proportion,Amount short-selling volume total,Amount short-selling volume with uptick rule,Amount short-selling volume without uptick rule,Amount trading volume,Amount proportion
2017-09-14,095570,AJ Networks,Stock certificates,6,0,0,"17,880",0.03,"43,800",0,0,"129,153,660",0.03
2017-09-14,068400,AJ RENT A CAR,Stock certificates,"9,827",0,0,"153,662",6.40,"108,561,150",0,0,"1,696,063,300",6.40
2017-09-14,006840,AK Holdings,Stock certificates,"3,875",0,0,"24,266",15.97,"269,920,400",0,0,"1,689,719,600",15.97
2017-09-14,027410,BGF Retail,Stock certificates,"17,510",0,0,"125,340",13.97,"1,460,364,300",0,0,"10,453,904,800",13.97
2017-09-14,138930,BNK Financial Group,Stock certificates,"52,719",0,0,"996,602",5.29,"520,757,660",0,0,"9,846,322,370",5.29
2017-09-14,001460,BYC,Stock certificates,0,0,0,86,0.00,0,0,0,"28,119,500",0.00
2017-09-14,001465,BYC(1P),Stock certificates,0,0,0,77,0.00,0,0,0,"13,439,000",0.00
2017-09-14,001040,CJ,Stock certificates,"2,680",0,0,"66,647",4.02,"463,635,000",0,0,"11,501,647,500",4.03
2017-09-14,079160,CJ CGV,Stock certificates,"14,969",0,0,"110,105",13.60,"921,698,400",0,0,"6,784,359,100",13.59
2017-09-14,000120,CJ LOGISTICS,Stock certificates,"2,770",0,0,"33,516",8.26,"451,843,000",0,0,"5,472,969,500",8.26
2017-09-14,011150,CJSEAFOOD,Stock certificates,4,0,0,"57,323",0.01,"12,220",0,0,"175,584,280",0.01
2017-09-14,011155,CJSEAFOOD(1P),Stock certificates,0,0,0,"5,808",0.00,0,0,0,"154,797,500",0.00
2017-09-14,001045,CJ(1P),Stock certificates,0,0,0,"9,430",0.00,0,0,0,"706,802,600",0.00
2017-09-14,097950,CJ CheilJedang,Stock certificates,957,0,0,"37,588",2.55,"331,589,000",0,0,"13,002,337,500",2.55
2017-09-14,097955,CJ CheilJedang(1P),Stock certificates,0,0,0,"2,032",0.00,0,0,0,"313,287,500",0.00
2017-09-14,037560,CJ HelloVision,Stock certificates,"4,174",0,0,"32,278",12.93,"34,210,950",0,0,"264,070,580",12.96
2017-09-14,000590,CSHOLDINGS,Stock certificates,0,0,0,660,0.00,0,0,0,"52,500,100",0.00
2017-09-14,139130,DGB Financial Group,Stock certificates,978,0,0,"598,093",0.16,"10,000,850",0,0,"6,118,756,650",0.16
2017-09-14,004840,DRB Holding,Stock certificates,64,0,0,"15,001",0.43,"531,260",0,0,"124,708,870",0.43
2017-09-14,155660,DSR,Stock certificates,0,0,0,"82,823",0.00,0,0,0,"455,044,160",0.00
2017-09-14,069730,DSRWIRE,Stock certificates,"4,796",0,0,"130,965",3.66,"24,173,200",0,0,"658,483,135",3.67
2017-09-14,017940,E1,Stock certificates,"1,383",0,0,"3,739",36.99,"78,854,400",0,0,"213,381,900",36.95
2017-09-14,007700,F&F,Stock certificates,"1,210",0,0,"48,899",2.47,"44,765,200",0,0,"1,799,100,650",2.49
