Date,종목명,종목코드,체결(주수),상환(주수),잔고 주수,잔고 금액
2018-01-19,가비아,079940,-,-,157389,977
2018-01-19,가온미디어,078890,10212,-,1695499,20770
2018-01-19,감마누,192410,4000,-,384393,2702
2018-01-19,갑을메탈,024840,-,-,707353,1853
2018-01-19,강스템바이오텍,217730,-,3470,465175,6861
2018-01-19,갤럭시아컴즈,094480,-,-,132757,863
2018-01-19,게임빌,063080,11848,7276,550453,38587
2018-01-19,경남스틸,039240,-,-,2411,24
2018-01-19,경남제약,053950,-,-,552256,6047
2018-01-19,경동제약,011040,674,-,78125,2094
2018-01-19,경창산업,024910,-,-,488504,1646
2018-01-19,고려시멘트,198440,-,-,57480,95
2018-01-19,고려신용정보,049720,-,-,228385,662
2018-01-19,고려제약,014570,-,-,117730,936
2018-01-19,고영,098460,31720,10906,205886,17315
2018-01-19,골드퍼시픽,038530,-,-,20919,96
2018-01-19,골든센츄리,900280,2000,-,174462,627
2018-01-19,골프존,215000,-,-,14845,684
2018-01-19,골프존뉴딘홀딩스,121440,52756,4227,1314486,7164
2018-01-19,광림,014200,163160,15958,2470289,9251
2018-01-19,광진실업,026910,-,-,120496,422
2018-01-19,광진윈텍,090150,-,-,103754,250
2018-01-19,구영테크,053270,-,-,10788,21
2018-01-19,국보디자인,066620,-,-,69718,1384
2018-01-19,국순당,043650,-,-,723052,4403
2018-01-19,국영지앤엠,006050,-,-,761544,891
2018-01-19,국일신동,060480,-,-,48130,149
2018-01-19,국일제지,078130,8154,-,3490972,3254
2018-01-19,국제엘렉트릭,053740,-,-,-,-
2018-01-19,그랜드백화점,019010,-,-,25745,300
2018-01-19,글로벌에스엠,900070,-,-,313700,353
2018-01-19,글로벌텍스프리,204620,14500,-,736800,1337
2018-01-19,글로본,019660,-,-,182820,535
2018-01-19,글로웍스,034600,-,-,-,-
2018-01-19,금강철강,053260,-,-,31000,113
2018-01-19,금화피에스시,036190,-,-,34268,1441
2018-01-19,기가레인,049080,6000,-,1202436,3980
2018-01-19,기산텔레콤,035460,-,-,197196,601
2018-01-19,나노,187790,-,-,1185684,1429
2018-01-19,나노스,151910,19000,-,284137,540
2018-01-19,나노신소재,121600,1954,-,292440,6185
2018-01-19,나노엔텍,039860,-,-,922010,6417
2018-01-19,나노캠텍,091970,-,-,18260,76
2018-01-19,나노트로닉스,010670,-,-,-,-
2018-01-19,나라엠앤디,051490,-,-,31622,131
2018-01-19,나무가,190510,6038,-,130082,3610
2018-01-19,나스미디어,089600,22005,7144,129662,10827
2018-01-19,나이벡,138610,-,-,101920,1198
2018-01-19,나이스디앤비,130580,-,-,129557,1000
2018-01-19,나이스정보통신,036800,-,-,78425,1808
2018-01-19,남화토건,091590,-,-,115715,669
2018-01-19,내츄럴엔도텍,168330,82267,57660,1375118,30665
2018-01-19,네오디안테크놀로지,072770,-,-,297971,387
2018-01-19,네오오토,212560,-,-,39133,218
2018-01-19,네오위즈,095660,33840,228,525501,6464
2018-01-19,네오위즈홀딩스,042420,-,-,13888,180
2018-01-19,네오티스,085910,-,-,289758,1316
2018-01-19,네오팜,092730,13964,-,114616,5845
2018-01-19,네오퍼플,028090,-,-,-,-
2018-01-19,네이블,153460,-,-,119510,696
2018-01-19,네이처셀,007390,110384,3012,2415718,70660
2018-01-19,네패스,033640,153176,129686,2211975,22230
2018-01-19,네패스신소재,087730,-,-,12249,144
2018-01-19,넥스지,081970,-,-,71515,944
2018-01-19,넥스콘테크,038990,-,-,-,-
2018-01-19,넥스턴,089140,-,-,304004,4226
2018-01-19,넥스트BT,065170,-,-,1025963,1913
2018-01-19,넥스트리밍,139670,-,-,44600,145
2018-01-19,넥스트아이,137940,-,-,342554,1062
2018-01-19,넥스트칩,092600,-,-,151242,1239
2018-01-19,넥슨지티,041140,137919,1104,1339156,18681
2018-01-19,넵튠,217270,-,-,303058,4819
2018-01-19,넷게임즈,225570,-,-,518247,1438
2018-01-19,녹십자랩셀,144510,13000,-,208457,10840
2018-01-19,녹십자셀,031390,7388,11101,206173,10453
2018-01-19,녹십자엠에스,142280,-,-,87237,1191
2018-01-19,녹원씨엔아이,065560,-,-,140850,1325
2018-01-19,농우바이오,054050,23096,114,442358,7741
2018-01-19,누리텔레콤,040160,2992,-,320758,3560
2018-01-19,누리플랜,069140,-,-,67418,307
2018-01-19,뉴로스,126870,-,27500,219557,1537
2018-01-19,뉴보텍,060260,38800,-,875213,2175
2018-01-19,뉴인텍,012340,-,-,1011289,1178
2018-01-19,뉴트리바이오텍,222040,50278,57226,1488391,37954
2018-01-19,뉴파워프라즈마,144960,-,-,68592,1993
2018-01-19,뉴프라이드,900100,-,-,2393251,8592
2018-01-19,뉴프렉스,085670,-,19600,428801,2178
2018-01-19,다나와,119860,8100,8000,186216,2682
2018-01-19,다날,064260,27132,556,2337607,12950
2018-01-19,다믈멀티미디어,093640,1170,-,74644,427
2018-01-19,다산네트웍스,039560,3518,2117,1655721,11905
2018-01-19,다우데이타,032190,-,46,391830,4800
2018-01-19,다원시스,068240,132508,17488,2670149,53403
2018-01-19,대동스틸,048470,-,-,109958,510
2018-01-19,대륙제관,004780,-,-,641886,4224
2018-01-19,대림제지,017650,-,-,111746,126
2018-01-19,대명코퍼레이션,007720,246617,90378,1250136,3875
2018-01-19,대봉엘에스,078140,-,-,170733,1835
2018-01-19,대성엘텍,025440,-,-,363130,655
2018-01-19,대성창투,027830,-,-,461421,1299
2018-01-19,대성파인텍,104040,-,-,916744,1884
2018-01-19,대신정보통신,020180,-,-,817467,1030
