Date,종목명,종목코드,체결(주수),상환(주수),잔고 주수,잔고 금액
2017-09-18,가비아,079940,-,-,219023,1253
2017-09-18,가온미디어,078890,-,-,1068931,11812
2017-09-18,감마누,192410,8000,-,37130,434
2017-09-18,갑을메탈,024840,-,-,794898,1987
2017-09-18,강스템바이오텍,217730,-,-,406573,4058
2017-09-18,갤럭시아컴즈,094480,-,-,22583,161
2017-09-18,게임빌,063080,22756,9666,507471,36284
2017-09-18,경남스틸,039240,-,-,17165,164
2017-09-18,경남제약,053950,14000,-,251635,1963
2017-09-18,경동제약,011040,-,-,95294,1834
2017-09-18,경창산업,024910,-,-,604557,2488
2017-09-18,고려시멘트,198440,-,-,51980,106
2017-09-18,고려신용정보,049720,-,-,170982,515
2017-09-18,고려제약,014570,-,-,110658,738
2017-09-18,고영,098460,623,2709,263272,16323
2017-09-18,골드퍼시픽,038530,-,-,47569,181
2017-09-18,골든센츄리,900280,-,-,222100,753
2017-09-18,골프존,215000,-,-,35702,1664
2017-09-18,골프존뉴딘홀딩스,121440,1078,2986,1800243,9199
2017-09-18,광림,014200,15026,31341,1807895,7774
2017-09-18,광진실업,026910,-,-,94212,358
2017-09-18,광진윈텍,090150,-,-,74520,218
2017-09-18,구영테크,053270,-,-,48896,103
2017-09-18,국보디자인,066620,-,6600,307891,7497
2017-09-18,국순당,043650,-,-,838701,4764
2017-09-18,국영지앤엠,006050,-,-,777070,948
2017-09-18,국일신동,060480,-,-,43468,141
2017-09-18,국일제지,078130,-,634,1400028,601
2017-09-18,국제엘렉트릭,053740,-,-,-,-
2017-09-18,그랜드백화점,019010,-,-,25745,326
2017-09-18,글로벌에스엠,900070,3492,-,191924,265
2017-09-18,글로본,019660,-,-,271746,734
2017-09-18,글로웍스,034600,-,-,-,-
2017-09-18,금강철강,053260,-,-,71446,263
2017-09-18,금화피에스시,036190,-,-,71223,2991
2017-09-18,기가레인,049080,8000,-,533396,3232
2017-09-18,기산텔레콤,035460,-,-,249744,864
2017-09-18,나노,187790,10702,-,1026991,1505
2017-09-18,나노스,151910,-,-,85438,1294
2017-09-18,나노신소재,121600,5952,-,324412,5596
2017-09-18,나노엔텍,039860,-,-,276902,1299
2017-09-18,나노캠텍,091970,-,-,79066,399
