Date,종목명,종목코드,체결(주수),상환(주수),잔고 주수,잔고 금액
2017-01-31,가비아,079940,-,-,217125,1424
2017-01-31,가온미디어,078890,6000,-,1028788,10648
2017-01-31,감마누,192410,-,-,5272,63
2017-01-31,갑을메탈,024840,-,20875,517940,1502
2017-01-31,강스템바이오텍,217730,-,-,346720,3519
2017-01-31,갤럭시아컴즈,094480,-,-,164009,749
2017-01-31,게임빌,063080,8526,17212,742610,33009
2017-01-31,경남스틸,039240,-,-,17165,182
2017-01-31,경남제약,053950,-,-,240947,1181
2017-01-31,경동제약,011040,-,-,136846,2402
2017-01-31,경창산업,024910,36542,14018,512048,2504
2017-01-31,고려신용정보,049720,-,-,34000,88
2017-01-31,고려제약,014570,-,-,73201,421
2017-01-31,고영,098460,70618,79674,704454,30820
2017-01-31,골드퍼시픽,038530,-,-,565898,424
2017-01-31,골든센츄리,900280,-,-,180000,985
2017-01-31,골프존,215000,-,-,14043,883
2017-01-31,골프존뉴딘홀딩스,121440,35196,-,2269781,15730
2017-01-31,광림,014200,36442,117552,1542905,7707
2017-01-31,광진실업,026910,-,-,66424,407
2017-01-31,광진윈텍,090150,-,-,110398,513
2017-01-31,구영테크,053270,-,-,38609,95
2017-01-31,국보디자인,066620,500,500,316113,5121
2017-01-31,국순당,043650,-,-,1257757,8867
2017-01-31,국영지앤엠,006050,-,-,849616,1725
2017-01-31,국일신동,060480,-,-,68400,311
2017-01-31,국일제지,078130,-,-,940875,494
2017-01-31,국제엘렉트릭,053740,-,-,-,-
2017-01-31,그랜드백화점,019010,-,-,9237,116
2017-01-31,글로벌에스엠,900070,-,-,90006,186
2017-01-31,글로본,019660,-,642,133274,579
2017-01-31,글로웍스,034600,-,-,-,-
2017-01-31,금강철강,053260,-,-,77529,318
2017-01-31,금화피에스시,036190,-,-,102966,3696
2017-01-31,기가레인,049080,-,-,371669,1951
2017-01-31,기산텔레콤,035460,-,-,202814,802
2017-01-31,나노,187790,-,-,1164900,1910
2017-01-31,나노스,151910,300,300,89322,151
2017-01-31,나노신소재,121600,4000,4000,392060,5704
2017-01-31,나노엔텍,039860,20000,20000,617247,3025
2017-01-31,나노캠텍,091970,-,-,75542,413
2017-01-31,나노트로닉스,010670,-,-,-,-
2017-01-31,나라엠앤디,051490,-,-,38184,160
2017-01-31,나무가,190510,1200,-,13166,665
2017-01-31,나스미디어,089600,1720,5000,216065,7260
2017-01-31,나이벡,138610,-,-,58356,467
2017-01-31,나이스디앤비,130580,-,-,144924,801
2017-01-31,나이스정보통신,036800,4759,2759,120534,3357
2017-01-31,남화토건,091590,-,-,129776,767
2017-01-31,내츄럴엔도텍,168330,57378,50565,1835743,28270
2017-01-31,네오디안테크놀로지,072770,-,-,248183,355
2017-01-31,네오오토,212560,10000,10000,333161,2119
2017-01-31,네오위즈,095660,39154,34794,1009407,10801
2017-01-31,네오위즈홀딩스,042420,-,-,330492,5321
2017-01-31,네오티스,085910,-,-,187955,962
2017-01-31,네오팜,092730,-,-,208120,4953
2017-01-31,네오퍼플,028090,4598,4598,-,-
2017-01-31,네이블,153460,-,-,134479,820
2017-01-31,네이처셀,007390,20000,-,1351009,6890
2017-01-31,네패스,033640,4378,-,993431,10133
2017-01-31,네패스신소재,087730,-,-,783,8
2017-01-31,넥스지,081970,-,-,5982,32
2017-01-31,넥스콘테크,038990,-,-,-,-
2017-01-31,넥스턴,089140,-,-,98394,2868
2017-01-31,넥스트BT,065170,5000,5000,1073838,1836
2017-01-31,넥스트리밍,139670,-,-,13800,77
2017-01-31,넥스트아이,137940,-,-,24284,452
2017-01-31,넥스트칩,092600,-,-,44273,280
2017-01-31,넥슨지티,041140,18460,14298,1278396,11518
2017-01-31,넵튠,217270,-,-,100000,182
2017-01-31,녹십자랩셀,144510,14,-,99550,2568
2017-01-31,녹십자셀,031390,2840,-,110021,2861
2017-01-31,녹십자엠에스,142280,-,-,70279,738
2017-01-31,녹원씨엔아이,065560,3912,-,468538,1150
2017-01-31,농우바이오,054050,-,-,440040,6777
2017-01-31,누리텔레콤,040160,-,-,418201,3835
2017-01-31,누리플랜,069140,-,-,21200,127
2017-01-31,뉴로스,126870,-,-,103348,457
2017-01-31,뉴보텍,060260,-,-,712631,3093
2017-01-31,뉴인텍,012340,-,-,1138552,1389
2017-01-31,뉴트리바이오텍,222040,12,20,599037,33366
2017-01-31,뉴파워프라즈마,144960,-,-,6000,137
2017-01-31,뉴프라이드,900100,4800,3000,1650044,5775
2017-01-31,뉴프렉스,085670,-,-,207114,990
2017-01-31,다나와,119860,-,-,132090,939
2017-01-31,다날,064260,-,10500,2213142,11907
2017-01-31,다믈멀티미디어,093640,602,602,126947,771
2017-01-31,다산네트웍스,039560,538,538,846232,5374
2017-01-31,다우데이타,032190,1000,1000,524558,6216
2017-01-31,다원시스,068240,45880,9000,2589372,29001
2017-01-31,대동스틸,048470,-,-,62494,254
2017-01-31,대륙제관,004780,20519,20519,524947,3570
2017-01-31,대림제지,017650,-,-,326170,504
2017-01-31,대명코퍼레이션,007720,-,-,722301,1235
2017-01-31,대봉엘에스,078140,200,200,210870,2530
2017-01-31,대성엘텍,025440,-,-,100642,118
2017-01-31,대성창투,027830,2000,2000,208878,608
2017-01-31,대성파인텍,104040,-,-,635249,1899
2017-01-31,대신정보통신,020180,-,-,528968,1267
2017-01-31,대아티아이,045390,-,-,3068407,5876
2017-01-31,대양전기공업,108380,-,-,29581,445
2017-01-31,대원미디어,048910,-,-,445998,3336
2017-01-31,대원산업,005710,-,-,41076,387
2017-01-31,대유위니아,071460,-,-,89020,394
2017-01-31,대정화금,120240,-,-,112831,1416
2017-01-31,대주산업,003310,-,-,314570,818
2017-01-31,대주전자재료,078600,1000,1000,70708,336
2017-01-31,대진디엠피,065690,-,-,383789,1476
2017-01-31,대창솔루션,096350,-,-,40190,118
2017-01-31,대창스틸,140520,-,900,107074,471
