Date,종목명,종목코드,체결(주수),상환(주수),잔고 주수,잔고 금액
2017-09-22,가비아,079940,-,-,219023,1196
2017-09-22,가온미디어,078890,-,-,1061035,10770
2017-09-22,감마누,192410,30750,94500,96280,610
2017-09-22,갑을메탈,024840,-,-,786298,1753
2017-09-22,강스템바이오텍,217730,60000,-,449823,4255
2017-09-22,갤럭시아컴즈,094480,-,-,22583,141
2017-09-22,게임빌,063080,-,1500,546387,36280
2017-09-22,경남스틸,039240,-,-,17165,162
2017-09-22,경남제약,053950,-,-,251635,1958
2017-09-22,경동제약,011040,-,-,95294,1801
2017-09-22,경창산업,024910,-,-,604557,2315
2017-09-22,고려시멘트,198440,-,-,51980,102
2017-09-22,고려신용정보,049720,20000,-,190982,570
2017-09-22,고려제약,014570,-,-,110658,706
2017-09-22,고영,098460,-,74,260481,17244
2017-09-22,골드퍼시픽,038530,-,-,47464,148
2017-09-22,골든센츄리,900280,-,-,222100,731
2017-09-22,골프존,215000,-,-,35734,1621
2017-09-22,골프존뉴딘홀딩스,121440,-,68362,1560410,7615
2017-09-22,광림,014200,-,-,1776091,7087
2017-09-22,광진실업,026910,10000,-,104212,380
2017-09-22,광진윈텍,090150,-,-,74520,211
2017-09-22,구영테크,053270,-,-,48896,100
2017-09-22,국보디자인,066620,-,-,294957,6902
2017-09-22,국순당,043650,-,-,838105,4719
2017-09-22,국영지앤엠,006050,-,-,777070,874
2017-09-22,국일신동,060480,-,-,43468,130
2017-09-22,국일제지,078130,70000,24266,1449270,704
2017-09-22,국제엘렉트릭,053740,-,-,-,-
2017-09-22,그랜드백화점,019010,-,-,25745,314
2017-09-22,글로벌에스엠,900070,68,-,195346,247
2017-09-22,글로본,019660,-,-,271746,717
2017-09-22,글로웍스,034600,-,-,-,-
2017-09-22,금강철강,053260,10000,-,81446,303
2017-09-22,금화피에스시,036190,-,-,71223,2920
2017-09-22,기가레인,049080,10000,-,578062,3486
2017-09-22,기산텔레콤,035460,-,-,249744,779
2017-09-22,나노,187790,-,-,1043687,1414
2017-09-22,나노스,151910,-,-,85202,1329
2017-09-22,나노신소재,121600,1086,38000,321370,4853
2017-09-22,나노엔텍,039860,-,-,271660,1248
2017-09-22,나노캠텍,091970,-,-,79066,383
2017-09-22,나노트로닉스,010670,-,-,-,-
2017-09-22,나라엠앤디,051490,-,-,48184,224
2017-09-22,나무가,190510,2000,-,121403,3290
2017-09-22,나스미디어,089600,-,-,123063,6239
2017-09-22,나이벡,138610,-,-,75082,641
2017-09-22,나이스디앤비,130580,-,-,92746,593
2017-09-22,나이스정보통신,036800,-,-,99563,2409
2017-09-22,남화토건,091590,-,-,131031,841
2017-09-22,내츄럴엔도텍,168330,53780,44274,2047274,55788
2017-09-22,네오디안테크놀로지,072770,30000,-,312608,438
2017-09-22,네오오토,212560,-,-,40615,249
2017-09-22,네오위즈,095660,3500,3750,366327,4231
2017-09-22,네오위즈홀딩스,042420,-,-,39163,517
2017-09-22,네오티스,085910,-,-,324313,1343
2017-09-22,네오팜,092730,-,-,148219,4424
2017-09-22,네오퍼플,028090,-,-,-,-
2017-09-22,네이블,153460,-,-,87710,513
2017-09-22,네이처셀,007390,-,-,1325229,8018
2017-09-22,네패스,033640,-,-,1054823,10285
2017-09-22,네패스신소재,087730,-,-,11607,128
2017-09-22,넥스지,081970,-,-,7382,74
2017-09-22,넥스콘테크,038990,-,-,-,-
2017-09-22,넥스턴,089140,-,-,447549,6378
2017-09-22,넥스트BT,065170,-,-,882644,1408
2017-09-22,넥스트리밍,139670,-,-,56400,212
2017-09-22,넥스트아이,137940,8000,-,76834,1418
2017-09-22,넥스트칩,092600,-,-,93498,835
2017-09-22,넥슨지티,041140,65618,10401,1179558,18342
2017-09-22,넵튠,217270,-,-,109515,1823
2017-09-22,넷게임즈,225570,80000,-,93826,276
2017-09-22,녹십자랩셀,144510,6000,-,100077,2322
2017-09-22,녹십자셀,031390,-,13068,195315,7012
2017-09-22,녹십자엠에스,142280,40000,-,97305,1070
2017-09-22,녹원씨엔아이,065560,-,-,180146,1274
2017-09-22,농우바이오,054050,-,-,508776,7784
2017-09-22,누리텔레콤,040160,2600,-,353890,3330
2017-09-22,누리플랜,069140,-,-,58788,384
2017-09-22,뉴로스,126870,-,-,260288,1333
2017-09-22,뉴보텍,060260,-,-,852704,1590
2017-09-22,뉴인텍,012340,20000,-,1419782,1817
2017-09-22,뉴트리바이오텍,222040,912,912,1650721,28970
2017-09-22,뉴파워프라즈마,144960,-,132,76191,1947
2017-09-22,뉴프라이드,900100,6600,-,2535728,3943
2017-09-22,뉴프렉스,085670,2,-,243209,962
2017-09-22,다나와,119860,816,-,281216,3234
2017-09-22,다날,064260,-,22172,2209014,10537
2017-09-22,다믈멀티미디어,093640,-,-,154477,444
2017-09-22,다산네트웍스,039560,-,-,1225759,7073
2017-09-22,다우데이타,032190,-,43676,459696,4827
2017-09-22,다원시스,068240,91024,-,2676277,27967
2017-09-22,대동스틸,048470,10,441,137039,602
2017-09-22,대륙제관,004780,-,-,653005,4042
2017-09-22,대림제지,017650,-,-,267742,296
2017-09-22,대명코퍼레이션,007720,-,-,2744103,6750
2017-09-22,대봉엘에스,078140,-,-,214689,1767
2017-09-22,대성엘텍,025440,11000,-,404966,725
2017-09-22,대성창투,027830,-,-,426218,844
2017-09-22,대성파인텍,104040,-,-,961957,1799
2017-09-22,대신정보통신,020180,-,1600,932143,932
2017-09-22,대아티아이,045390,-,800000,2092928,3809
2017-09-22,대양전기공업,108380,-,-,38473,458
2017-09-22,대양제지,006580,-,-,21752,42
2017-09-22,대원미디어,048910,28000,-,476114,4190
2017-09-22,대원산업,005710,-,-,420219,3219
2017-09-22,대유위니아,071460,10000,151,196160,576
2017-09-22,대정화금,120240,-,-,116535,1416
2017-09-22,대주산업,003310,-,14000,537429,1139
2017-09-22,대주전자재료,078600,24000,-,256900,2274
2017-09-22,대진디엠피,065690,60000,-,307069,1201
2017-09-22,대창솔루션,096350,-,-,98707,157
2017-09-22,대창스틸,140520,1400,11340,140433,597
2017-09-22,대한과학,131220,-,-,188229,951
2017-09-22,대한광통신,010170,20000,-,1830494,6480
2017-09-22,대한뉴팜,054670,11400,3974,794468,8898
2017-09-22,대한약품,023910,-,-,95239,3319
2017-09-22,대호피앤씨,021040,-,-,238873,239
2017-09-22,대호피앤씨우,021045,-,-,1500,2
2017-09-22,대화제약,067080,1732,10641,800496,17331
2017-09-22,더블유게임즈,192080,5870,-,277698,14579
2017-09-22,더블유에프엠,035290,-,-,206948,858
2017-09-22,덕산네오룩스,213420,1,80899,1093852,21166
2017-09-22,덕산하이메탈,077360,-,-,380458,3131
2017-09-22,덕신하우징,090410,4520,-,462593,699
2017-09-22,데브시스터즈,194480,-,-,147515,1726
2017-09-22,데이타솔루션,263800,-,-,11500,48
2017-09-22,데일리블록체인,139050,-,-,486218,734
2017-09-22,데코앤이,017680,-,-,2057920,1708
2017-09-22,덱스터,206560,1000,-,558602,3955
2017-09-22,도이치모터스,067990,1072,1072,938554,5237
2017-09-22,동국S&C,100130,20000,-,4050516,20658
2017-09-22,동국산업,005160,-,-,1099183,4408
2017-09-22,동국알앤에스,075970,-,-,70159,164
2017-09-22,동국제약,086450,24,407,56687,3333
2017-09-22,동방선기,099410,-,-,271938,530
2017-09-22,동성하이켐,013450,-,-,-,-
2017-09-22,동성화인텍,033500,12000,-,766354,3663
2017-09-22,동신건설,025950,-,-,28709,173
2017-09-22,동아엘텍,088130,6000,4896,549957,8524
2017-09-22,동아화성,041930,-,-,70834,348
2017-09-22,동양에스텍,060380,-,-,81697,246
2017-09-22,동양이엔피,079960,-,-,207963,2548
2017-09-22,동양파일,228340,-,-,106146,593
2017-09-22,동양피엔에프,104460,-,-,67288,263
2017-09-22,동우팜투테이블,088910,-,846,496383,2015
2017-09-22,동운아나텍,094170,-,-,49396,650
2017-09-22,동원개발,013120,-,-,328643,1676
2017-09-22,동일금속,109860,-,-,21916,171
2017-09-22,동일기연,032960,-,-,5913,72
