Date,종목명,종목코드,체결(주수),상환(주수),잔고 주수,잔고 금액
2017-12-08,가온전선,000500,-,-,52282,1142
2017-12-08,강남제비스코,000860,-,-,45340,1705
2017-12-08,강원랜드,035250,15953,86639,4288750,157183
2017-12-08,갤럭시아에스엠,011420,-,-,119791,363
2017-12-08,경남기업,000800,-,-,-,-
2017-12-08,경남에너지,008020,-,-,-,-
2017-12-08,경남은행,192520,-,-,-,-
2017-12-08,경농,002100,-,-,178967,1083
2017-12-08,경동나비엔,009450,-,14528,346616,15875
2017-12-08,경동도시가스,267290,-,-,19353,706
2017-12-08,경동인베스트,012320,-,-,18942,807
2017-12-08,경방,000050,102,2804,552848,7602
2017-12-08,경보제약,214390,650,-,183872,2308
2017-12-08,경인양행,012610,-,-,1496734,7693
2017-12-08,경인전자,009140,-,-,56,1
2017-12-08,계룡건설,013580,-,-,62665,1021
2017-12-08,계양전기,012200,-,-,814651,3682
2017-12-08,고려개발,004200,250,250,225230,1354
2017-12-08,고려산업,002140,1000,1000,610575,1813
2017-12-08,고려아연,010130,2451,5672,408160,189386
2017-12-08,고려제강,002240,216,4956,132667,4617
2017-12-08,골든브릿지증권,001290,-,-,21382,30
2017-12-08,광동제약,009290,269,5224,499881,4329
2017-12-08,광명전기,017040,-,-,1754025,4446
2017-12-08,광전자,017900,-,-,750277,2101
2017-12-08,광주신세계,037710,-,-,11766,2659
2017-12-08,광주은행,192530,355,-,257903,3043
2017-12-08,교보증권,030610,-,-,100293,934
2017-12-08,국도화학,007690,275,-,117989,7834
2017-12-08,국동,005320,-,-,206230,687
2017-12-08,국보,001140,-,-,18012,168
2017-12-08,국제약품,002720,-,152,179494,811
2017-12-08,그린케미칼,083420,-,10000,102494,474
2017-12-08,극동유화,014530,40000,30000,270591,863
2017-12-08,금강공업,014280,-,-,56323,1636
2017-12-08,금비,008870,-,-,46,3
2017-12-08,금양,001570,-,-,478230,1196
2017-12-08,금호산업,002990,26290,32201,1003384,9352
2017-12-08,금호산업우,002995,-,-,60,1
