Date,종목명,종목코드,체결(주수),상환(주수),잔고 주수,잔고 금액
2018-08-31,가온전선,000500,-,1,80741,1687
2018-08-31,강남제비스코,000860,-,3,75401,2032
2018-08-31,강원랜드,035250,16000,312702,6728210,194782
2018-08-31,갤럭시아에스엠,011420,-,14,257871,447
2018-08-31,경남기업,000800,-,-,-,-
2018-08-31,경남에너지,008020,-,-,-,-
2018-08-31,경남은행,192520,-,-,-,-
2018-08-31,경농,002100,-,9,132762,1421
2018-08-31,경동나비엔,009450,110695,4072,760281,37976
2018-08-31,경동도시가스,267290,-,1,12685,561
2018-08-31,경동인베스트,012320,-,-,22344,1086
2018-08-31,경방,000050,-,19,514853,7079
2018-08-31,경보제약,214390,-,1386,234809,2935
2018-08-31,경인양행,012610,1000,18,1064691,6867
2018-08-31,경인전자,009140,-,-,251,6
2018-08-31,계룡건설,013580,43460,3,105960,2633
2018-08-31,계양전기,012200,-,14,706058,2941
2018-08-31,계양전기우,012205,-,-,2560,21
2018-08-31,고려개발,004200,-,10,252910,1345
2018-08-31,고려산업,002140,-,11,513813,1457
2018-08-31,고려아연,010130,7408,11352,380577,154324
2018-08-31,고려제강,002240,-,1950,178016,4637
2018-08-31,골든브릿지증권,001290,-,-,217491,696
2018-08-31,광동제약,009290,-,4700,1866880,14039
2018-08-31,광명전기,017040,-,18,1980067,5732
2018-08-31,광전자,017900,-,25,869362,2221
2018-08-31,광주신세계,037710,-,-,13827,2904
2018-08-31,광주은행,192530,-,22,323320,3654
2018-08-31,교보증권,030610,-,15,279888,2743
2018-08-31,국도화학,007690,1500,1502,111681,6556
2018-08-31,국동,005320,9000,2491,367290,1377
2018-08-31,국보,001140,-,-,24565,332
2018-08-31,국제약품,002720,-,6,376403,2033
2018-08-31,그린케미칼,083420,-,8,96750,409
2018-08-31,극동유화,014530,-,13,451651,1558
2018-08-31,금강공업,014280,-,2,73843,1724
2018-08-31,금비,008870,-,-,265,18
2018-08-31,금양,001570,6000,19,345903,801
2018-08-31,금호산업,002990,-,16,714687,7647
2018-08-31,금호산업우,002995,-,-,60,2
2018-08-31,금호석유,011780,14194,19142,2585232,263694
2018-08-31,금호석유우,011785,-,-,71997,2484
2018-08-31,금호에이치티,214330,-,5,183211,1044
2018-08-31,금호전기,001210,-,2,107335,793
2018-08-31,금호타이어,073240,693174,210813,15719149,85669
2018-08-31,기신정기,092440,-,4,252151,1070
2018-08-31,기아차,000270,72047,278815,9562545,306480
2018-08-31,기업은행,024110,-,159418,11978724,178483
2018-08-31,까뮤이앤씨,013700,-,23,249947,306
2018-08-31,깨끗한나라,004540,-,16,1004519,3973
2018-08-31,나노메딕스,074610,-,9,891035,8037
2018-08-31,남광토건,001260,-,4,118164,2233
2018-08-31,남선알미늄,008350,13000,48,4542223,5564
2018-08-31,남선알미우,008355,-,-,3690,42
2018-08-31,남성,004270,-,16,324403,563
2018-08-31,남양유업,003920,-,32,17088,10800
2018-08-31,남양유업우,003925,-,-,2,-
2018-08-31,남영비비안,002070,-,3,23620,166
2018-08-31,남해화학,025860,14506,2982,4060936,55229
2018-08-31,넥센,005720,-,21,294229,1815
2018-08-31,넥센우,005725,-,-,30085,125
2018-08-31,넥센타이어,002350,45000,37502,1380150,13650
2018-08-31,넥센타이어1우B,002355,-,-,25600,110
2018-08-31,넥솔론,110570,-,-,-,-
2018-08-31,넥스트사이언스,003580,6828,22008,296987,3104
2018-08-31,넷마블,251270,202819,31836,8325340,969902
2018-08-31,노루페인트,090350,-,127,721004,8255
2018-08-31,노루페인트우,090355,-,-,1920,18
2018-08-31,노루홀딩스,000320,-,5,76514,1060
2018-08-31,녹십자,006280,-,20831,401898,78772
2018-08-31,녹십자홀딩스,005250,-,1085,794287,24345
2018-08-31,녹십자홀딩스2우,005257,-,-,20039,390
2018-08-31,농심,004370,25777,18062,181773,45352
2018-08-31,농심홀딩스,072710,-,1,39020,3399
2018-08-31,다스코,058730,-,6,299806,2449
2018-08-31,다우기술,023590,-,55376,913801,20743
2018-08-31,대교,019680,-,863,654070,4749
2018-08-31,대교우B,019685,-,-,46870,223
2018-08-31,대구백화점,006370,-,5,39884,380
2018-08-31,대덕GDS,004130,3553,9,465158,5908
2018-08-31,대덕전자,008060,-,1141,2651711,22115
2018-08-31,대동공업,000490,-,10,700469,4910
2018-08-31,대동전자,008110,-,1,10888,41
2018-08-31,대림B&Co,005750,-,6,303461,1575
2018-08-31,대림산업,000210,30,82166,1941694,159025
2018-08-31,대림산업우,000215,-,-,45080,1472
2018-08-31,대림씨엔에스,004440,-,5,106058,1198
2018-08-31,대림통상,006570,-,2,34033,159
2018-08-31,대상,001680,1,775,1211176,32217
2018-08-31,대상우,001685,-,-,17698,237
2018-08-31,대상홀딩스,084690,-,16,254012,2136
2018-08-31,대상홀딩스우,084695,-,-,69,-
2018-08-31,대성산업,128820,-,18,398423,1893
2018-08-31,대성에너지,117580,-,12,160444,935
2018-08-31,대성합동지주,005620,-,-,-,-
2018-08-31,대성홀딩스,016710,-,2,162205,1174
2018-08-31,대신증권,003540,171000,4876,923170,11263
2018-08-31,대신증권2우B,003547,-,-,51950,449
2018-08-31,대신증권우,003545,-,-,673191,6234
2018-08-31,대양금속,009190,-,6,86531,438
2018-08-31,대영포장,014160,-,46,2594574,2452
2018-08-31,대우2791금호석유콜,522791,-,-,-,-
2018-08-31,대우건설,047040,23279,15813,10346845,54217
2018-08-31,대우부품,009320,-,20,1338012,3037
2018-08-31,대우송도개발,004550,-,-,-,-
2018-08-31,대우조선해양,042660,30000,242871,3932346,111875
2018-08-31,대웅,003090,-,2783,302841,5618
2018-08-31,대웅제약,069620,43210,46340,741983,152107
2018-08-31,대원강업,000430,-,27,283337,1166
2018-08-31,대원전선,006340,-,28,1354375,2384
2018-08-31,대원전선우,006345,-,-,15622,61
2018-08-31,대원제약,003220,-,7,414773,8130
2018-08-31,대원화성,024890,-,18,617936,1236
2018-08-31,대유에이텍,002880,-,40,3012611,3239
2018-08-31,대유플러스,000300,-,25,885912,843
2018-08-31,대창,012800,-,39,1576951,1750
2018-08-31,대창단조,015230,-,1,35018,1620
2018-08-31,대한방직,001070,-,2,32236,385
2018-08-31,대한유화,006650,24276,1230,372147,80198
2018-08-31,대한전선,001440,-,82092,12950119,15411
2018-08-31,대한제강,084010,120,10,615311,4418
2018-08-31,대한제당,001790,-,3,31126,722
2018-08-31,대한제당3우B,001799,-,-,1834,47
2018-08-31,대한제당우,001795,-,-,12,-
2018-08-31,대한제분,001130,-,1,3859,685
2018-08-31,대한항공,003490,15698,3692,3262256,91506
2018-08-31,대한항공우,003495,-,-,4344,58
2018-08-31,대한해운,005880,269000,266783,1389043,32712
2018-08-31,대한화섬,003830,-,-,760,97
2018-08-31,대현,016090,-,19,448731,1209
2018-08-31,대호에이엘,069460,2000,12,731663,3717
2018-08-31,더존비즈온,012510,13642,2702,658085,37511
2018-08-31,덕성,004830,-,6,414892,1494
2018-08-31,덕성우,004835,-,-,8172,31
2018-08-31,덕양산업,024900,2000,17,180776,274
2018-08-31,덴티움,145720,9262,3987,218353,20438
2018-08-31,도레이케미칼,008000,-,-,-,-
2018-08-31,도화엔지니어링,002150,-,6048,550066,3773
2018-08-31,동국실업,001620,-,6,1196714,1286
2018-08-31,동국제강,001230,101420,74719,4753299,44491
2018-08-31,동남합성,023450,-,-,274,17
2018-08-31,동방,004140,-,15,1294379,2323
2018-08-31,동방아그로,007590,-,5,41886,305
2018-08-31,동부건설,005960,-,9,168181,1567
2018-08-31,동부건설우,005965,-,-,500,9
2018-08-31,동부제철,016380,-,11,487921,4006
2018-08-31,동부제철우,016385,-,-,15162,561
2018-08-31,동서,026960,-,1798,1559597,35325
2018-08-31,동성제약,002210,1000,23010,694903,26684
2018-08-31,동성코퍼레이션,102260,-,19,710450,4305
2018-08-31,동성화학,005190,-,2,40170,522
2018-08-31,동아쏘시오홀딩스,000640,144,161,229172,24063
2018-08-31,동아에스티,170900,-,421,278044,28639
2018-08-31,동아지질,028100,6000,49773,227614,4086
2018-08-31,동아타이어,282690,-,5,53815,697
2018-08-31,동양,001520,-,5140,5996658,11214
2018-08-31,동양건설,005900,-,-,-,-
2018-08-31,동양고속,084670,-,1,26876,680
2018-08-31,동양네트웍스,030790,10000,39,1306077,3415
2018-08-31,동양물산,002900,-,528,2259694,4497
2018-08-31,동양생명,082640,-,6530,703601,4623
2018-08-31,동양철관,008970,6000,37,4980402,12849
2018-08-31,동양피스톤,092780,-,5,5667,25
2018-08-31,동원F&B,049770,3680,1028,74640,21496
2018-08-31,동원금속,018500,-,6,1110875,1300
2018-08-31,동원산업,006040,1426,198,22611,6817
2018-08-31,동원수산,030720,-,2,101715,988
2018-08-31,동원시스템즈,014820,2180,283,515659,16682
2018-08-31,동일고무벨트,163560,-,5,163287,1200
2018-08-31,동일방직,001530,17100,-,31939,2443
2018-08-31,동일산업,004890,-,-,27944,1914
2018-08-31,동일제강,002690,-,8,62072,241
2018-08-31,동화약품,000020,-,11,253137,2936
2018-08-31,두산,000150,2844,910,425884,49828
2018-08-31,두산2우B,000157,-,-,7,1
2018-08-31,두산건설,011160,-,33,1317563,2727
2018-08-31,두산밥캣,241560,460000,89773,1703025,60628
2018-08-31,두산우,000155,-,-,48773,3765
2018-08-31,두산인프라코어,042670,659877,1488074,69569602,662303
2018-08-31,두산중공업,034020,453070,217551,22316920,315784
2018-08-31,두올,016740,-,7,75315,271
2018-08-31,디씨엠,024090,-,4,128958,1625
2018-08-31,디아이,003160,-,12,703368,3496
2018-08-31,디아이씨,092200,6000,9,1716662,11605
2018-08-31,디와이,013570,-,544,701976,3966
2018-08-31,디와이파워,210540,9368,188,566290,10335
2018-08-31,디티알오토모티브,007340,-,4,88288,3130
2018-08-31,디피씨,026890,-,31491,947869,3640
2018-08-31,락앤락,115390,86037,109294,2532397,44444
2018-08-31,로케트전기,000420,-,-,-,-
2018-08-31,롯데관광개발,032350,-,1020,445242,7458
2018-08-31,롯데미도파,004010,-,-,-,-
2018-08-31,롯데손해보험,000400,60024,58,1123328,2904
2018-08-31,롯데쇼핑,023530,8590,4607,654772,117859
2018-08-31,롯데정밀화학,004000,-,1421,1021814,62126
2018-08-31,롯데정보통신,286940,220,-,541,15
2018-08-31,롯데제과,280360,-,199,74932,12439
2018-08-31,롯데지주,004990,149854,1392,2435722,117402
2018-08-31,롯데지주우,00499K,-,-,2,-
2018-08-31,롯데칠성,005300,268,331,84800,114480
2018-08-31,롯데칠성우,005305,-,-,300,196
2018-08-31,롯데케미칼,011170,25233,12116,864987,273336
2018-08-31,롯데푸드,002270,-,1608,71332,58492
2018-08-31,롯데하이마트,071840,-,6929,1743925,124865
2018-08-31,마니커,027740,-,52,3030321,2667
2018-08-31,만도,204320,95582,90502,5288585,189067
2018-08-31,만호제강,001080,-,1,8882,172
2018-08-31,맥쿼리인프라,088980,-,151,2066435,18598
2018-08-31,맵스리얼티1,094800,-,-,19954,78
2018-08-31,메디플란트,015540,-,1,85900,633
2018-08-31,메리츠금융지주,138040,7000,6424,213212,2623
2018-08-31,메리츠종금증권,008560,83264,95519,13886350,54990
2018-08-31,메리츠화재,000060,33598,7125,1185701,21639
2018-08-31,메타랩스,090370,4990,16,693677,4016
2018-08-31,명문제약,017180,15000,10,900308,6428
2018-08-31,모나리자,012690,-,16,855784,2991
2018-08-31,모나미,005360,-,7,449834,1341
2018-08-31,모두투어리츠,204210,7200,-,40433,138
2018-08-31,모토닉,009680,-,14,248119,2362
2018-08-31,무림P&P,009580,-,34761,904026,9763
