Date,Issue code,Issue name,Quantity Net short position,Quantity No.of listed shares,Amount Net short position,Amount Market cap,Proportion
2023-08-09,024940,PNPOONGNYUN,0,"10,000,000",0,"68,200,000,000",0.00
2023-08-09,318020,POINT MOBILE,0,"12,662,272",0,"229,187,123,200",0.00
2023-08-09,256630,POINTENG,0,"57,997,072",0,"113,558,266,976",0.00
2023-08-09,114630,POLARIS UNO,0,"63,719,922",0,"46,324,383,294",0.00
2023-08-09,371950,POONGWON,0,"21,040,488",0,"189,364,392,000",0.00
2023-08-09,022100,POSCO DX,"1,435,995","152,034,729","45,951,840,000","4,865,111,328,000",0.94
2023-08-09,009520,POSCO M-TECH,"464,988","41,642,703","13,926,390,600","1,247,198,954,850",1.12
2023-08-09,047310,POWER LOGICS,0,"34,420,982",0,"290,168,878,260",0.00
2023-08-09,037030,POWERNET,0,"19,522,052",0,"63,934,720,300",0.00
2023-08-09,062970,PPI,0,"9,308,185",0,"24,433,985,625",0.00
2023-08-09,321260,PRO2000,0,"28,192,084",0,"112,204,494,320",0.00
2023-08-09,053610,PROTEC,"6,224","11,000,000","278,212,800","491,700,000,000",0.06
2023-08-09,303360,PROTEOMETECH,0,"12,874,715",0,"45,383,370,375",0.00
2023-08-09,319660,PSK,"626,388","28,966,714","13,091,509,200","605,404,322,600",2.16
2023-08-09,031980,PSK HOLDINGS,0,"21,562,395",0,"560,622,270,000",0.00
2023-08-09,002230,PSTEC,"41,213","19,370,673","178,452,290","83,875,014,090",0.21
2023-08-09,094940,PULOON TECH,0,"8,361,386",0,"63,128,464,300",0.00
2023-08-09,251970,PUM-TECH KOREA,0,"12,400,000",0,"338,520,000,000",0.00
2023-08-09,093380,PUNGKANG,0,"9,879,313",0,"39,961,821,085",0.00
2023-08-09,007330,PUREUN S.BK.,0,"15,082,800",0,"130,315,392,000",0.00
2023-08-09,222110,PanGen,0,"10,677,630",0,"58,513,412,400",0.00
2023-08-09,054300,Panstar Enterprise,0,"66,436,042",0,"46,837,409,610",0.00
2023-08-09,034230,Paradise,"2,205,797","91,672,789","31,873,766,650","1,324,671,801,050",2.41
2023-08-09,033540,Paratech,0,"73,175,379",0,"53,052,149,775",0.00
2023-08-09,140860,Park Systems,"75,191","6,963,299","14,842,703,400","1,374,555,222,600",1.08
2023-08-09,263750,PearlAbyss,"1,051,192","64,247,855","59,076,990,400","3,610,729,451,000",1.64
2023-08-09,304840,PeopleBio,0,"12,502,887",0,"122,403,263,730",0.00
2023-08-09,208340,PharmAbcine,0,"25,678,786",0,"58,419,238,150",0.00
2023-08-09,214450,PharmaResearch,"93,719","10,296,563","13,167,519,500","1,446,667,101,500",0.91
2023-08-09,318010,Pharmsville,0,"7,929,338",0,"72,236,269,180",0.00
2023-08-09,388870,Pharos,0,"12,918,962",0,"198,693,635,560",0.00
2023-08-09,378340,Philenergy,0,"10,604,441",0,"585,365,143,200",0.00
2023-08-09,376180,Picogram,0,"18,416,858",0,"120,630,419,900",0.00
2023-08-09,291810,Pintel,0,"11,343,912",0,"71,693,523,840",0.00
2023-08-09,170790,Piolink,0,"6,856,330",0,"104,764,722,400",0.00
2023-08-09,087600,Pixelplus,0,"8,166,558",0,"52,184,305,620",0.00
2023-08-09,405000,Plasmapp,0,"19,274,044",0,"113,331,378,720",0.00
2023-08-09,367000,Plateer,0,"8,347,707",0,"86,231,813,310",0.00
2023-08-09,237820,PlayD,0,"12,827,140",0,"72,601,612,400",0.00
2023-08-09,041020,Polaris Office,"79,044","49,725,498","500,348,520","314,762,402,340",0.16
2023-08-09,335810,Precision Biosensor,0,"11,614,526",0,"76,655,871,600",0.00
2023-08-09,334970,Prestige Biologics,0,"61,107,969",0,"320,205,757,560",0.00
2023-08-09,147760,Protec Mems Technology,"25,800","10,819,866","135,450,000","56,804,296,500",0.24
2023-08-09,950200,Psomagen,0,"19,226,053",0,"121,316,394,430",0.00
2023-08-09,023900,Pungguk Ethanol,0,"12,600,000",0,"166,950,000,000",0.00
2023-08-09,016600,QCP,0,"178,247,112",0,"67,912,149,672",0.00
2023-08-09,405100,QRT,0,"11,988,108",0,"141,100,031,160",0.00
2023-08-09,066310,QSI,"10,640","9,271,621","108,953,600","94,941,399,040",0.11
2023-08-09,317690,QuantaMatrix,0,"16,537,411",0,"81,860,184,450",0.00
2023-08-09,348080,Quratis,0,"38,591,180",0,"130,052,276,600",0.00
2023-08-09,115180,Qurient,"13,251","12,406,056","100,310,070","93,913,843,920",0.11
2023-08-09,171010,RAM TECH,0,"14,108,436",0,"82,393,266,240",0.00
2023-08-09,317120,RANIX,0,"9,660,000",0,"45,015,600,000",0.00
2023-08-09,232680,RAONTEC,0,"12,504,234",0,"119,665,519,380",0.00
2023-08-09,418420,RAONTECH,0,"29,496,558",0,"249,540,880,680",0.00
2023-08-09,214260,RAPHAS,0,"8,656,916",0,"261,871,709,000",0.00
2023-08-09,228850,RAYENCE,0,"16,591,014",0,"171,882,905,040",0.00
2023-08-09,361570,RBW,0,"28,635,291",0,"132,724,573,785",0.00
2023-08-09,377450,REFINE,0,"17,330,000",0,"135,693,900,000",0.00
2023-08-09,302550,REMED,0,"6,127,616",0,"114,586,419,200",0.00
2023-08-09,327260,RF Materials,0,"8,433,231",0,"96,391,830,330",0.00
2023-08-09,218410,RFHIC,"543,213","26,786,434","10,011,415,590","493,673,978,620",2.03
2023-08-09,061040,RFTECH,"50,438","32,089,259","201,499,810","128,196,589,705",0.16
2023-08-09,096610,RFsemi,0,"15,816,151",0,"165,278,777,950",0.00
2023-08-09,200350,RMRI,0,"6,473,104",0,"94,830,973,600",0.00
2023-08-09,148250,RN2 Technologies,0,"7,391,186",0,"44,347,116,000",0.00
2023-08-09,108490,ROBOTIS,0,"12,624,813",0,"364,225,855,050",0.00
2023-08-09,071280,RORZE,0,"15,296,603",0,"99,427,919,500",0.00
2023-08-09,314140,RPBO,0,"8,666,361",0,"90,303,481,620",0.00
2023-08-09,140670,RS Automation,"26,617","9,303,140","359,861,840","125,778,452,800",0.29
2023-08-09,131370,RSUPPORT,"113,289","53,267,083","373,287,255","175,515,038,485",0.21
2023-08-09,217500,RUSSELL,0,"31,812,000",0,"124,703,040,000",0.00
2023-08-09,191410,RYUK-IL C&S,0,"10,339,750",0,"39,084,255,000",0.00
2023-08-09,277810,Rainbow Robotics,"184,466","19,250,946","26,341,744,800","2,749,035,088,800",0.96
2023-08-09,042510,RaonSecure,0,"38,666,746",0,"98,986,869,760",0.00
2023-08-09,228670,Ray,0,"15,227,774",0,"558,859,305,800",0.00
2023-08-09,038390,RedcapTour,0,"8,589,480",0,"135,026,625,600",0.00
2023-08-09,042500,RingNet,0,"15,356,878",0,"65,113,162,720",0.00
2023-08-09,215100,RoboRobo,0,"20,348,454",0,"117,003,610,500",0.00
2023-08-09,090360,Robostar,"48,223","9,750,000","1,550,369,450","313,462,500,000",0.49
2023-08-09,900260,Rothwell,0,"36,031,288",0,"26,555,059,256",0.00
2023-08-09,096630,S Connect,"165,798","72,010,318","267,432,174","116,152,642,934",0.23
2023-08-09,050760,S polytech,0,"16,334,678",0,"34,139,477,020",0.00
2023-08-09,260970,S&D,0,"4,059,420",0,"58,130,894,400",0.00
2023-08-09,091340,S&K,0,"11,703,721",0,"36,105,979,285",0.00
2023-08-09,101490,S&S TECH,"397,342","21,451,447","20,780,986,600","1,121,910,678,100",1.85
2023-08-09,103230,S&W Corp.,0,"7,200,000",0,"39,096,000,000",0.00
2023-08-09,095910,S-ENERGY,"46,692","19,504,503","102,255,480","42,714,861,570",0.24
2023-08-09,097780,S-MAC,"206,152","62,730,338","267,172,992","81,298,518,048",0.33
2023-08-09,304360,S.Biomedics,0,"11,295,076",0,"109,336,335,680",0.00
2023-08-09,122690,SAC,0,"21,228,131",0,"79,393,209,940",0.00
2023-08-09,053060,SAE DONG,0,"17,657,419",0,"42,730,953,980",0.00
2023-08-09,304100,SALTLUX,0,"11,210,619",0,"442,819,450,500",0.00
2023-08-09,023600,SAMBO CORR,0,"16,170,000",0,"153,615,000,000",0.00
2023-08-09,009620,SAMBO IND,0,"45,255,561",0,"45,346,072,122",0.00
2023-08-09,053700,SAMBO MOTORS,0,"22,742,196",0,"137,135,441,880",0.00
2023-08-09,024950,SAMCHULY,0,"13,273,577",0,"81,499,762,780",0.00
2023-08-09,419530,SAMG ENTERTAINMENT,0,"8,590,930",0,"195,873,204,000",0.00
2023-08-09,046390,SAMHWA NWS,"58,905","43,172,933","127,234,800","93,253,535,280",0.14
2023-08-09,002290,SAMIL ENTERPRISE,0,"12,400,000",0,"42,656,000,000",0.00
2023-08-09,037460,SAMJI ELECT,"43,150","16,318,522","333,981,000","126,305,360,280",0.26
2023-08-09,054090,SAMJIN LND,"51,426","24,959,232","117,251,280","56,907,048,960",0.21
2023-08-09,122350,SAMKEE,0,"38,339,428",0,"92,398,021,480",0.00
2023-08-09,419050,SAMKEE EV,0,"14,299,060",0,"198,041,981,000",0.00
2023-08-09,018310,SAMMOK S-FORM,0,"14,700,000",0,"231,378,000,000",0.00
2023-08-09,038500,SAMPYO Cement,"844,401","107,916,306","2,858,297,385","365,296,695,810",0.78
2023-08-09,017480,SAMSCO,0,"15,702,890",0,"80,241,767,900",0.00
2023-08-09,380320,SAMSUNG MUST SPAC V,0,"4,810,000",0,"12,217,400,000",0.00
2023-08-09,377630,SAMSUNG SPAC IV,0,"4,020,000",0,"14,291,100,000",0.00
2023-08-09,425290,SAMSUNG SPAC VI,0,"5,520,000",0,"14,904,000,000",0.00
2023-08-09,439250,SAMSUNG SPAC VII,0,"3,502,000",0,"34,354,620,000",0.00
2023-08-09,448740,SAMSUNG SPAC VIII,0,"4,664,000",0,"45,287,440,000",0.00
2023-08-09,031330,SAMT,"101,378","99,995,067","282,844,620","278,986,236,930",0.10
2023-08-09,225190,SAMYANG OPTICS,0,"10,149,688",0,"98,553,470,480",0.00
2023-08-09,361670,SAMYOUNG S&C,0,"5,667,658",0,"35,196,156,180",0.00
2023-08-09,411080,SANDS LAB,0,"15,095,238",0,"140,838,570,540",0.00
2023-08-09,091580,SANGSIN EDP,"64,670","13,628,219","1,182,167,600","249,123,843,320",0.47
2023-08-09,060540,SAT,0,"26,133,306",0,"60,367,936,860",0.00
2023-08-09,351320,SAT,0,"22,015,886",0,"69,570,199,760",0.00
2023-08-09,389500,SBB TECH,0,"6,174,904",0,"273,239,502,000",0.00
2023-08-09,950110,SBI FinTech Solutions,0,"24,052,540",0,"104,027,235,500",0.00
2023-08-09,019550,SBI Investment KOREA,"490,896","162,066,575","436,897,440","144,239,251,750",0.30
2023-08-09,027580,SBK,0,"59,181,279",0,"106,112,033,247",0.00
2023-08-09,086710,SBS,0,"12,203,280",0,"118,859,947,200",0.00
2023-08-09,046140,SBS Contents Hub,0,"21,463,555",0,"122,771,534,600",0.00
2023-08-09,151910,SBW Life Sciences,0,"177,134,118",0,"86,087,181,348",0.00
2023-08-09,080470,SCAutotech,0,"7,300,000",0,"42,267,000,000",0.00
2023-08-09,000250,SCD,"658,897","23,066,794","43,025,974,100","1,506,261,648,200",2.86
2023-08-09,042110,SCD,0,"48,329,564",0,"76,312,381,556",0.00
2023-08-09,036120,SCI,0,"35,500,000",0,"129,575,000,000",0.00
2023-08-09,298060,SCM,0,"12,256,040",0,"60,299,716,800",0.00
2023-08-09,217480,SDBIO,0,"42,608,662",0,"14,870,423,038",0.00
2023-08-09,099220,SDN,"129,200","56,171,811","200,260,000","87,066,307,050",0.23
2023-08-09,121890,SDSYSTEM,0,"12,686,120",0,"9,375,042,680",0.00
2023-08-09,011560,SEBO MEC,"25,766","10,530,000","232,151,660","94,875,300,000",0.24
2023-08-09,232830,SECUCEN,0,"11,515,472",0,"40,246,574,640",0.00
2023-08-09,131090,SECUVE,"143,443","44,000,000","154,918,440","47,520,000,000",0.33
2023-08-09,096530,SEEGENE,"1,654,085","52,225,994","37,547,729,500","1,185,530,063,800",3.17
2023-08-09,067770,SEJINTS,0,"8,396,593",0,"24,392,102,665",0.00
2023-08-09,258830,SEJONG MEDICAL,0,"55,365,742",0,"76,293,992,476",0.00
2023-08-09,036630,SEJONG TELECOM,0,"270,000,000",0,"156,600,000,000",0.00
2023-08-09,039310,SEJOONG,0,"18,121,667",0,"41,770,442,435",0.00
2023-08-09,053450,SEKONIX,"14,260","14,792,803","107,377,800","111,389,806,590",0.10
2023-08-09,108860,SELVAS AI,"111,358","26,510,260","2,605,777,200","620,340,084,000",0.42
2023-08-09,208370,SELVAS Healthcare,0,"25,680,564",0,"253,467,166,680",0.00
2023-08-09,252990,SEMCNS,0,"50,153,846",0,"278,855,383,760",0.00
2023-08-09,347000,SENKO,0,"33,004,976",0,"117,002,639,920",0.00
2023-08-09,035890,SEOHEE CONSTRUCTION,"1,265,433","229,808,457","1,686,822,189","306,334,673,181",0.55
2023-08-09,178320,SEOJIN SYSTEM,"235,171","37,580,642","3,699,239,830","591,143,498,660",0.63
2023-08-09,018680,SEOUL PHARMA,0,"11,659,319",0,"49,202,326,180",0.00
2023-08-09,092190,SEOUL VIOSYS,0,"38,223,653",0,"178,122,222,980",0.00
2023-08-09,043710,SEOULEAGUER,0,"50,198,880",0,"46,182,969,600",0.00
2023-08-09,019770,SEOYON TOPMETAL,0,"11,650,000",0,"48,697,000,000",0.00
2023-08-09,340440,SERIM B&G,0,"28,378,364",0,"61,013,482,600",0.00
2023-08-09,042600,SERONICS,"5,731","12,423,574","212,906,650","461,535,774,100",0.05
2023-08-09,027040,SET,0,"69,588,847",0,"35,142,367,735",0.00
2023-08-09,049830,SEUNG IL,0,"6,132,112",0,"62,854,148,000",0.00
2023-08-09,252500,SEWHA P&C,0,"41,486,390",0,"40,158,825,520",0.00
2023-08-09,100700,SEWOONMEDICAL,"40,549","43,800,000","107,860,340","116,508,000,000",0.09
2023-08-09,056190,SFA,"863,631","35,908,760","32,602,070,250","1,355,555,690,000",2.41
2023-08-09,036540,SFASemicon,"6,213,157","164,460,303","32,432,679,540","858,482,781,660",3.78
2023-08-09,288620,SFC,0,"6,979,316",0,"122,556,788,960",0.00
2023-08-09,089980,SFTC,"211,615","15,989,037","5,300,955,750","400,525,376,850",1.32
2023-08-09,255220,SG,0,"47,093,858",0,"63,623,802,158",0.00
2023-08-09,040610,SG&G,"122,162","34,087,196","217,081,874","60,572,947,292",0.36
2023-08-09,049470,SGA,0,"58,862,249",0,"39,437,706,830",0.00
2023-08-09,184230,SGA Solutions,0,"54,187,224",0,"42,211,847,496",0.00
2023-08-09,016250,SGC eTEC E&C,0,"3,346,613",0,"74,964,131,200",0.00
2023-08-09,162300,SHIN STEEL,0,"41,471,382",0,"149,296,975,200",0.00
2023-08-09,290520,SHINDO,0,"15,929,362",0,"78,531,754,660",0.00
2023-08-09,243840,SHINHEUNG SEC,"2,220","7,763,229","107,115,000","374,575,799,250",0.03
2023-08-09,056700,SHINWHA,0,"29,135,091",0,"67,156,384,755",0.00
2023-08-09,086980,SHOWBOX,"66,717","62,638,000","222,834,780","209,210,920,000",0.11
2023-08-09,419270,SHT-7 SPAC,0,"4,305,000",0,"9,514,050,000",0.00
2023-08-09,430220,SHT-8 SPAC,0,"6,760,000",0,"14,365,000,000",0.00
2023-08-09,445970,SHT-9 SPAC,0,"5,360,000",0,"11,202,400,000",0.00
2023-08-09,099320,SI,"4,038","9,085,607","112,862,100","253,942,715,650",0.04
2023-08-09,065420,SI,0,"71,577,299",0,"23,405,776,773",0.00
2023-08-09,010280,SICC,0,"65,123,786",0,"54,964,475,384",0.00
2023-08-09,020710,SIGONG TECH,0,"20,047,970",0,"91,118,023,650",0.00
2023-08-09,025870,SILLA SG,0,"4,000,000",0,"33,480,000,000",0.00
2023-08-09,222800,SIMMTECH,"1,388,503","31,854,143","50,124,958,300","1,149,934,562,300",4.36
2023-08-09,036710,SIMMTECH HOLDINGS,0,"48,350,145",0,"141,665,924,850",0.00
2023-08-09,138070,SINJIN SM,0,"17,503,204",0,"48,221,327,020",0.00
2023-08-09,002800,SINSIN PHARM,"34,173","15,170,500","169,498,080","75,245,680,000",0.23
2023-08-09,189860,SJEM,"25,925","9,698,780","126,514,000","47,330,046,400",0.27
2023-08-09,306040,SJG,0,"9,865,828",0,"103,887,168,840",0.00
2023-08-09,435870,SK Securities No.8 SPAC,0,"3,720,000",0,"8,332,800,000",0.00
2023-08-09,455910,SK Securities No.9 SPAC,0,"5,020,000",0,"10,441,600,000",0.00
2023-08-09,014620,SKB,0,"28,600,000",0,"483,340,000,000",0.00
2023-08-09,276040,SKONEC,0,"12,460,824",0,"112,396,632,480",0.00
2023-08-09,214310,SL Energy,0,"73,582,603",0,"22,516,276,518",0.00
2023-08-09,048550,SM C&C,0,"96,693,620",0,"225,296,134,600",0.00
2023-08-09,063440,SM Life Design,"88,723","46,029,154","181,438,535","94,129,619,930",0.19
2023-08-09,007820,SMC,0,"20,033,946",0,"125,212,162,500",0.00
2023-08-09,041510,SME,"102,593","23,830,901","13,891,092,200","3,226,703,995,400",0.43
2023-08-09,099440,SMEC,0,"39,167,600",0,"103,010,788,000",0.00
2023-08-09,100660,SMI,0,"12,600,000",0,"63,882,000,000",0.00
2023-08-09,038680,SNET,0,"18,432,874",0,"88,662,123,940",0.00
2023-08-09,080000,SNU,0,"34,322,870",0,"111,892,556,200",0.00
2023-08-09,258790,SOFTCAMP,0,"24,991,284",0,"40,285,949,808",0.00
2023-08-09,032680,SOFTCEN,"146,103","105,590,764","108,554,529","78,453,937,652",0.14
2023-08-09,032685,SOFTCEN(1P),0,"357,142",0,"3,589,277,100",0.00
2023-08-09,035610,SOLBORN,"45,361","27,345,997","188,474,955","113,622,617,535",0.17
2023-08-09,043100,SOLCO,0,"66,379,208",0,"30,600,814,888",0.00
2023-08-09,290690,SOLUX,0,"9,766,050",0,"186,726,876,000",0.00
2023-08-09,066910,SONOKONG,"112,193","27,921,931","304,043,030","75,668,433,010",0.40
2023-08-09,050960,SOOSAN INT,0,"6,751,000",0,"64,337,030,000",0.00
2023-08-09,058610,SPG,"45,786","22,177,360","1,483,466,400","718,546,464,000",0.21
2023-08-09,317830,SPSystems,0,"9,533,135",0,"137,944,463,450",0.00
2023-08-09,046890,SSC,"616,541","58,305,400","7,127,213,960","674,010,424,000",1.06
2023-08-09,065350,SSDELTATECH,"36,110","27,483,948","960,526,000","731,073,016,800",0.13
2023-08-09,101000,SSII,0,"18,779,448",0,"37,371,101,520",0.00
2023-08-09,275630,SSR,0,"6,017,989",0,"32,376,780,820",0.00
2023-08-09,237690,ST Pharm,"114,969","18,808,775","9,450,451,800","1,546,081,305,000",0.61
2023-08-09,115570,STARFLEX,0,"7,984,508",0,"30,500,820,560",0.00
2023-08-09,052020,STCUBE,"2,649,880","46,278,501","36,170,862,000","631,701,538,650",5.73
2023-08-09,039440,STI,"27,718","15,830,000","712,352,600","406,831,000,000",0.18
2023-08-09,098660,STO,0,"12,500,976",0,"31,252,440,000",0.00
2023-08-09,204630,STUDIO SANTA CLAUS,0,"98,477,186",0,"60,760,423,762",0.00
2023-08-09,234300,STraffic,0,"27,532,242",0,"126,923,635,620",0.00
2023-08-09,031860,SU-Holdings,0,"87,923,965",0,"106,915,541,440",0.00
2023-08-09,003100,SUN KWANG,"9,530","6,600,000","198,224,000","137,280,000,000",0.14
2023-08-09,037350,SUNGDO ENG,0,"15,470,000",0,"64,664,600,000",0.00
2023-08-09,043260,SUNGHO,0,"53,405,384",0,"85,929,262,856",0.00
2023-08-09,081580,SUNGWOO ELEC,0,"15,508,143",0,"39,235,601,790",0.00
2023-08-09,045300,SUNGWOOTECH,0,"9,959,584",0,"46,411,661,440",0.00
2023-08-09,171090,SUNIC SYSTEM,0,"9,376,766",0,"227,386,575,500",0.00
2023-08-09,321370,SV,0,"25,937,910",0,"106,215,741,450",0.00
2023-08-09,289080,SV INVESTMENT,0,"53,234,000",0,"105,296,852,000",0.00
2023-08-09,015750,SW HITECH,"975,886","80,000,000","10,881,128,900","892,000,000,000",1.22
2023-08-09,093920,SWIT,0,"18,600,000",0,"111,042,000,000",0.00
2023-08-09,109610,SY,"44,873","48,907,400","183,306,205","199,786,729,000",0.09
2023-08-09,054540,SYMTEK,"33,201","13,000,000","144,092,340","56,420,000,000",0.26
2023-08-09,269620,SYSWORK,0,"108,582,562",0,"96,529,897,618",0.00
2023-08-09,328380,Saltware,0,"34,262,778",0,"55,677,014,250",0.00
2023-08-09,009300,Sam-A Pharm.,0,"6,370,000",0,"116,252,500,000",0.00
2023-08-09,032280,SamIl,0,"16,213,590",0,"31,600,286,910",0.00
2023-08-09,032750,Samjin,0,"8,063,866",0,"49,834,691,880",0.00
2023-08-09,014970,Samryoong,0,"15,125,000",0,"58,836,250,000",0.00
2023-08-09,065570,Samyung ENC,0,"12,129,048",0,"64,769,116,320",0.00
2023-08-09,419120,Sandoll,0,"7,751,826",0,"72,789,646,140",0.00
2023-08-09,042940,Sangji Caelum,0,"105,454,439",0,"51,145,402,915",0.00
2023-08-09,038540,Sangsangin,"1,328,883","55,328,313","5,528,153,280","230,165,782,080",2.40
2023-08-09,415580,Sangsangin SPAC III,0,"5,310,000",0,"12,133,350,000",0.00
2023-08-09,263810,Sangshin Electronics,0,"14,244,718",0,"65,098,361,260",0.00
2023-08-09,143240,Saramin,"8,065","11,674,263","151,460,700","219,242,659,140",0.07
2023-08-09,148150,Se Gyung Hi Tech,0,"11,784,281",0,"194,558,479,310",0.00
2023-08-09,396300,SeA Mechanics,0,"26,489,500",0,"123,441,070,000",0.00
2023-08-09,107600,Sebitchem,0,"4,861,545",0,"427,329,805,500",0.00
2023-08-09,017510,SemyungElec,"51,127","15,246,000","155,681,715","46,424,070,000",0.34
2023-08-09,006730,Seobu T&D,"1,147,759","61,563,241","9,675,608,370","518,978,121,630",1.86
2023-08-09,011370,Seohan,0,"100,894,865",0,"99,684,126,620",0.00
2023-08-09,065710,Seoho,"6,967","5,150,000","130,909,930","96,768,500,000",0.14
2023-08-09,079650,Seosan,0,"20,000,000",0,"35,780,000,000",0.00
2023-08-09,038070,SeouLin,"32,269","8,700,676","344,955,610","93,010,226,440",0.37
2023-08-09,063170,Seoul Auction,"16,927","17,774,267","205,832,320","216,135,086,720",0.10
2023-08-09,222810,Setopia,0,"72,097,025",0,"201,511,184,875",0.00
2023-08-09,234100,Sewon,0,"54,344,248",0,"106,025,627,848",0.00
2023-08-09,024830,SewonCorp,0,"8,350,000",0,"60,621,000,000",0.00
2023-08-09,378800,Shaperon,0,"23,071,031",0,"100,474,340,005",0.00
2023-08-09,187270,Shin Hwa Contech,0,"10,143,845",0,"47,371,756,150",0.00
2023-08-09,418210,Shinhan 10th SPAC,0,"3,660,000",0,"7,923,900,000",0.00
2023-08-09,366330,Shinhan 7th SPAC,0,"4,550,000",0,"24,524,500,000",0.00
2023-08-09,393360,Shinhan 8th SPAC,0,"7,350,000",0,"17,088,750,000",0.00
2023-08-09,405640,Shinhan 9th SPAC,0,"4,535,000",0,"10,135,725,000",0.00
2023-08-09,012790,Shinil Pharm,0,"11,986,415",0,"87,980,286,100",0.00
2023-08-09,017000,ShinwonConst,"27,544","11,668,027","133,588,400","56,589,930,950",0.24
2023-08-09,429270,Sigetronics,0,"4,506,250",0,"92,828,750,000",0.00
2023-08-09,033170,Signetics,0,"85,728,319",0,"113,761,479,313",0.00
2023-08-09,257720,Silicon2,0,"60,331,084",0,"523,673,809,120",0.00
2023-08-09,215600,SillaJen,"1,217,385","102,867,125","5,904,317,250","498,905,556,250",1.18
2023-08-09,001000,SillaTextile,0,"24,277,540",0,"46,491,489,100",0.00
2023-08-09,159910,Skin&Skin,0,"354,150,749",0,"41,789,788,382",0.00
2023-08-09,033790,Skymoons Technology,0,"17,117,100",0,"27,883,755,900",0.00
2023-08-09,136510,Smart Solutions,"12,449","47,492,857","144,408,400","550,917,141,200",0.03
2023-08-09,050890,Solid,"122,029","61,221,640","611,365,290","306,720,416,400",0.20
2023-08-09,060230,Sonid,0,"34,005,850",0,"137,043,575,500",0.00
2023-08-09,084180,Soosung Salvacion,0,"80,913,759",0,"74,359,744,521",0.00
2023-08-09,357780,Soulbrain,"237,332","7,778,566","61,706,320,000","2,022,427,160,000",3.05
2023-08-09,036830,Soulbrain Holdings,"115,460","20,964,056","2,903,819,000","527,246,008,400",0.55
2023-08-09,013810,Speco,0,"14,655,470",0,"57,889,106,500",0.00
2023-08-09,203690,Sphere Power,"14,228","9,373,215","101,161,080","66,643,558,650",0.15
2023-08-09,192440,Spigen Korea,"8,738","6,216,363","297,528,900","211,667,160,150",0.14
2023-08-09,330730,Stonebridge Ventures,0,"18,135,830",0,"71,999,245,100",0.00
2023-08-09,253450,Studio Dragon,"737,958","30,058,498","38,226,224,400","1,557,030,196,400",2.46
2023-08-09,294630,SuNAM,0,"22,308,892",0,"159,954,755,640",0.00
2023-08-09,253840,Sugentech,0,"16,370,755",0,"126,054,813,500",0.00
2023-08-09,357550,Sukgyung,0,"5,455,000",0,"284,751,000,000",0.00
2023-08-09,067370,SunBio,0,"12,313,555",0,"120,919,110,100",0.00
2023-08-09,365340,SungEel HiTech,"298,834","12,003,172","39,326,554,400","1,579,617,435,200",2.49
2023-08-09,236200,Suprema,"11,148","7,193,273","243,583,800","157,173,015,050",0.15
2023-08-09,094840,Suprema HQ,0,"10,471,840",0,"74,350,064,000",0.00
2023-08-09,298830,Suresoft,0,"51,659,901",0,"446,858,143,650",0.00
